"punishment";"offence";"age";"tot";"length";"region";"2023"
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Langeland";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Middelfart";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Nordfyns";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Nyborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Odense";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Svendborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Ærø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Billund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Esbjerg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Fanø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Fredericia";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Haderslev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Kolding";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Sønderborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Tønder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Varde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Vejen";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Vejle";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Aabenraa";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Favrskov";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Hedensted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Horsens";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Norddjurs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Odder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Randers";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Samsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Silkeborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Skanderborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Syddjurs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Aarhus";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Herning";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Holstebro";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Ikast-Brande";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Lemvig";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Ringkøbing-Skjern";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Skive";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Struer";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Viborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Brønderslev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Frederikshavn";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Hjørring";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Jammerbugt";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Læsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Mariagerfjord";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Morsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Rebild";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Thisted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Vesthimmerlands";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Aalborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">12 year -";"Unknown municipality";8
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Copenhagen";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Frederiksberg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Dragør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Tårnby";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Albertslund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Ballerup";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Brøndby";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Gentofte";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Gladsaxe";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Glostrup";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Herlev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Hvidovre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Høje-Taastrup";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Ishøj";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Lyngby-Taarbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Rødovre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Vallensbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Allerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Egedal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Fredensborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Frederikssund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Furesø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Gribskov";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Halsnæs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Helsingør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Hillerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Hørsholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Rudersdal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Bornholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Christiansø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Greve";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Køge";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Lejre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Roskilde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Solrød";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Faxe";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Guldborgsund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Holbæk";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Kalundborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Lolland";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Næstved";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Odsherred";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Ringsted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Slagelse";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Sorø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Stevns";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Vordingborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Assens";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Faaborg-Midtfyn";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Kerteminde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Langeland";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Middelfart";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Nordfyns";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Nyborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Odense";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Svendborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Ærø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Billund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Esbjerg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Fanø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Fredericia";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Haderslev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Kolding";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Sønderborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Tønder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Varde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Vejen";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Vejle";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Aabenraa";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Favrskov";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Hedensted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Horsens";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Norddjurs";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Odder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";"Imprisonment for life";"Randers";0
