"punishment";"offence";"age";"tot";"length";"region";"2023"
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">15 - 18 months";"Hjørring";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">15 - 18 months";"Jammerbugt";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">15 - 18 months";"Læsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">15 - 18 months";"Mariagerfjord";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">15 - 18 months";"Morsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">15 - 18 months";"Rebild";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">15 - 18 months";"Thisted";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">15 - 18 months";"Vesthimmerlands";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">15 - 18 months";"Aalborg";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">15 - 18 months";"Unknown municipality";36
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Copenhagen";25
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Frederiksberg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Dragør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Tårnby";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Albertslund";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Ballerup";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Brøndby";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Gentofte";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Gladsaxe";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Glostrup";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Herlev";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Hvidovre";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Høje-Taastrup";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Ishøj";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Lyngby-Taarbæk";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Rødovre";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Vallensbæk";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Allerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Egedal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Fredensborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Frederikssund";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Furesø";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Gribskov";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Halsnæs";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Helsingør";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Hillerød";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Hørsholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Rudersdal";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Bornholm";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Christiansø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Greve";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Køge";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Lejre";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Roskilde";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Solrød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Faxe";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Guldborgsund";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Holbæk";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Kalundborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Lolland";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Næstved";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Odsherred";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Ringsted";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Slagelse";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Sorø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Stevns";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Vordingborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Assens";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Faaborg-Midtfyn";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Kerteminde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Langeland";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Middelfart";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Nordfyns";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Nyborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Odense";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Svendborg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Ærø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Billund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Esbjerg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Fanø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Fredericia";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Haderslev";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Kolding";9
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Sønderborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Tønder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Varde";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Vejen";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Vejle";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Aabenraa";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Favrskov";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Hedensted";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Horsens";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Norddjurs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Odder";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Randers";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Samsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Silkeborg";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Skanderborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Syddjurs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Aarhus";14
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Herning";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Holstebro";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Ikast-Brande";8
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Lemvig";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Ringkøbing-Skjern";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Skive";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Struer";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Viborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Brønderslev";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Frederikshavn";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Hjørring";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Jammerbugt";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Læsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Mariagerfjord";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Morsø";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Rebild";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Thisted";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Vesthimmerlands";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Aalborg";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">18 - 24 months";"Unknown municipality";29
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Copenhagen";34
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Frederiksberg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Dragør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Tårnby";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Albertslund";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Ballerup";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Brøndby";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Gentofte";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Gladsaxe";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Glostrup";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Herlev";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Hvidovre";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Høje-Taastrup";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Ishøj";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Lyngby-Taarbæk";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Rødovre";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Vallensbæk";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Allerød";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Egedal";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Fredensborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Frederikssund";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Furesø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Gribskov";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Halsnæs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Helsingør";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Hillerød";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Hørsholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Rudersdal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Bornholm";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Christiansø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Greve";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Køge";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Lejre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Roskilde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Solrød";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Faxe";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Guldborgsund";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Holbæk";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Kalundborg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Lolland";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Næstved";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Odsherred";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Ringsted";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Slagelse";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Sorø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Stevns";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Vordingborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Assens";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Faaborg-Midtfyn";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Kerteminde";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Langeland";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Middelfart";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Nordfyns";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Nyborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Odense";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Svendborg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Ærø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Billund";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Esbjerg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Fanø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Fredericia";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Haderslev";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Kolding";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Sønderborg";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Tønder";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Varde";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Vejen";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Vejle";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Aabenraa";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Favrskov";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Hedensted";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Horsens";8
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Norddjurs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Odder";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Randers";5
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Samsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Silkeborg";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Skanderborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Syddjurs";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Aarhus";22
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Herning";6
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Holstebro";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Ikast-Brande";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Lemvig";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Ringkøbing-Skjern";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Skive";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Struer";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Viborg";7
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Brønderslev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Frederikshavn";3
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Hjørring";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Jammerbugt";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Læsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Mariagerfjord";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Morsø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Rebild";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Thisted";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Vesthimmerlands";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Aalborg";10
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">2- 3 years";"Unknown municipality";36
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Copenhagen";14
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Frederiksberg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Dragør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Tårnby";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Albertslund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Ballerup";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Brøndby";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Gentofte";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Gladsaxe";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Glostrup";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Herlev";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Hvidovre";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Høje-Taastrup";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Ishøj";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Lyngby-Taarbæk";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Rødovre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Vallensbæk";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Allerød";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Egedal";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Fredensborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Frederikssund";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Furesø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Gribskov";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Halsnæs";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Helsingør";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Hillerød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Hørsholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Rudersdal";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Bornholm";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Christiansø";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Greve";2
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Køge";4
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Lejre";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Roskilde";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Solrød";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Faxe";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Guldborgsund";0
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Holbæk";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Kalundborg";1
"111 Unsuspended imprisonment alone";"Nature of the offence, total";"Age, total";"Total";">3 - 4 years";"Lolland";0
